,0,1,2,3,4
3,,EQUITIES,EQUITIES,,
4,,,,,
5,1.0,Afdis Distillers Limited,260.0246,260.0246,0.0
6,,,,,
7,2.0,African Sun Limited,22.3925,25.0,4300.0
8,,,,,
9,3.0,Amalgamated Regional Trading (Art) Holdings Limited,13,13.0,0.0
10,,,,,
11,,,,,
12,4.0,Ariston Holdings Limited,4.0067,4.0125,2300.0
13,,,,,
14,5.0,Axia Corporation Limited,100.3195,104.1837,145300.0
15,,,,,
16,6.0,Bridgefort Capital Limited,8,8.0,0.0
17,,,,,
18,7.0,Bridgefort Capital Limited Class B,26,26.0,0.0
19,,,,,
20,8.0,British American Tobacco Zimbabwe Limited,2796.947,2800.0,300.0
21,,,,,
22,,,,,
23,9.0,Cafca Limited,200.1,200.1,0.0
24,,,,,
25,10.0,Cbz Holdings Limited,124,124.0,1000.0
26,,,,,
27,11.0,Cfi Holdings Limited,358,358.0,0.0
28,,,,,
29,12.0,Dairibord Holdings Limited,31.5,31.5,0.0
30,,,,,
31,13.0,Delta Corporation Limited,310.9479,338.8863,26200.0
32,,,,,
33,14.0,Ecocash Holdings Zimbabwe Limited,36,36.875,400.0
34,,,,,
35,15.0,Econet Wireless Zimbabwe Limited,77.2772,80.2035,149900.0
36,,,,,
37,16.0,Edgars Stores Limited,8.05,8.05,0.0
38,,,,,
39,17.0,Fbc Holdings Limited,62,62.0,200.0
40,,,,,
41,18.0,Fidelity Life Assurance Limited,24,24.0,1100.0
42,,,,,
43,19.0,First Capital Bank Limited,10.229,11.7,400.0
44,,,,,
45,20.0,First Mutual Holdings Limited,21.9091,22.2801,55700.0
46,,,,,
47,21.0,First Mutual Properties Limited,11.25,11.456,102500.0
48,,,,,
49,22.0,General Beltings Holdings Limited,1.7,1.7,800.0
50,,,,,
51,23.0,Getbucks Microfinance Bank Limited,21.8,21.8,2100.0
52,,,,,
53,24.0,Hippo Valley Estates Limited,180,180.0,0.0
54,,,,,
55,25.0,Innscor Africa Limited,451.9808,519.1129,3100.0
56,,,,,
57,26.0,Lafarge Cement Zimbabwe Limited,143.75,143.75,0.0
58,,,,,
59,27.0,Mashonaland Holdings Limited,14.9997,12.75,91158300.0
60,,,,,
61,28.0,Masimba Holdings Limited,75,75.0,0.0
62,,,,,
63,29.0,Meikles Limited,102,102.0,0.0
64,,,,,
65,30.0,Nampak Zimbabwe Limited,8,8.0,0.0
66,,,,,
67,31.0,National Tyre Services Limited,10.2,10.2,0.0
68,,,,,
69,32.0,Nmbz Holdings Limited,35,35.0,0.0
70,,,,,
71,33.0,Ok Zimbabwe Limited,32.6871,32.1956,56500.0
72,,,,,
73,34.0,Proplastics Limited,25.1,25.1,150000.0
74,35.0,Rainbow Tourism Group Limited,7.72,7.72,0.0
75,,,,,
76,36.0,Riozim Limited,140.05,140.05,0.0
77,,,,,
78,37.0,Seed Co Limited,69.6137,69.6137,0.0
79,,,,,
80,38.0,Starafricacorporation Limited,1.6026,1.6001,25900.0
81,,,,,
82,39.0,Tanganda Tea Company Limited,87,87.0,0.0
83,,,,,
84,40.0,Truworths Limited,2.75,2.75,0.0
85,,,,,
86,41.0,Tsl Limited,42.45,42.45,0.0
87,,,,,
88,42.0,Turnall Holdings Limited,3.9475,3.9475,0.0
89,,,,,
90,43.0,Unifreight Africa Limited,51.65,51.65,600.0
91,,,,,
92,44.0,Willdale Limited,1.8,1.8,0.0
93,,,,,
94,45.0,Zb Financial Holdings Limited,112.95,112.95,2900.0
95,,,,,
96,46.0,Zeco Holdings Limited,0.0331,0.0331,0.0
97,,,,,
98,47.0,Zimbabwe Newspapers (1980) Limited,2.4129,2.4129,0.0
99,,,,,
100,48.0,Zimplow Holdings Limited,17.05,17.05,0.0
101,,,,,
102,49.0,Zimre Holdings Limited,4.0199,4.0199,0.0
